ID,rader,year,authors,title,journal,vol,begin,end,DOI,exclude,rationale
364,Merav,2010,"Holmgren, Milena; Scheffer, Marten",Strong facilitation in mild environments: the stress gradient hypothesis revisited,JOURNAL OF ECOLOGY,98,1269,1275,10.1111/j.1365-2745.2010.01709.x,1,conceptual discussion with no primary data
365,Merav,2010,"Grau, Oriol; Rautio, Pasi; Heikkinen, Juliana; Saravesi, Karita; Kozlov, Mikhail V.; Markkola, Annamari",An ericoid shrub plays a dual role in recruiting both pines and their fungal symbionts along primary succession gradients,OIKOS,119,1727,1734,10.1111/j.1600-0706.2010.18511.x,1,no dryland
366,Merav,2010,"Chavez, Virginia; Macdonald, S. Ellen",Understory species interactions in mature boreal mixedwood forests,BOTANY-BOTANIQUE,88,912,922,10.1139/B10-062,1,no dryland (cannot get the paper)
367,Merav,2010,"Cipriotti, P. A.; Aguiar, M. R.",Resource partitioning and interactions enable coexistence in a grass-shrub steppe,JOURNAL OF ARID ENVIRONMENTS,74,1111,1120,10.1016/j.jaridenv.2010.05.006,1,did not compare performance under vs. outside shrubs but only shrub performance relative to habitat
368,Merav,2010,"Seifan, Merav; Tielboerger, Katja; Kadmon, Ronen",Direct and indirect interactions among plants explain counterintuitive positive drought effects on an eastern Mediterranean shrub species,OIKOS,119,1601,1609,10.1111/j.1600-0706.2010.18206.x,1,Not sure it fits: the facilitation is between annuals and shrub seedlings. The adult shrub is not a direct part of the facilitation process.
369,Merav,2010,"Alba-Lynn, Christina; Henk, Shanna",Potential for ants and vertebrate predators to shape seed-dispersal dynamics of the invasive thistles Cirsium arvense and Carduus nutans in their introduced range (North America),PLANT ECOLOGY,210,291,301,10.1007/s11258-010-9757-2,1,Granivory experiment
370,Merav,2010,"Koorem, Kadri; Moora, Mari",Positive association between understory species richness and a dominant shrub species (Corylus avellana) in a boreonemoral spruce forest,FOREST ECOLOGY AND MANAGEMENT,260,1407,1413,10.1016/j.foreco.2010.07.043,1,no dryland
371,Merav,2010,"Lach, Lori; Tillberg, Chadwick V.; Suarez, Andrew V.",Contrasting effects of an invasive ant on a native and an invasive plant,BIOLOGICAL INVASIONS,12,3123,3133,10.1007/s10530-010-9703-1,1,Granivory experiment
372,Merav,2010,"Xu, J.; Michalet, R.; Zhang, J. -L.; Wang, G.; Chu, C. -J.; Xiao, S.",Assessing facilitative responses to a nurse shrub at the community level: the example of Potentilla fruticosa in a sub-alpine grassland of northwest China,PLANT BIOLOGY,12,780,787,10.1111/j.1438-8677.2009.00271.x,1,no dryland
373,Merav,2010,"Alados, Concepcion L.; Navarro, Teresa; Komac, Benjamin; Pascual, Virginia; Rietkerk, Max",Dispersal abilities and spatial patterns in fragmented landscapes,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,100,935,947,10.1111/j.1095-8312.2010.01465.x,1,no favcilitation evaluation but dispersal ability of communities
374,Merav,2010,"Sasaki, Takehiro; Yoshihara, Yu; Jamsran, Undarmaa; Ohkuro, Toshiya",Ecological stoichiometry explains larger-scale facilitation processes by shrubs on species coexistence among understory plants,ECOLOGICAL ENGINEERING,36,1070,1075,10.1016/j.ecoleng.2010.04.020,1,"no averages, but continous information on relation between shrub cover % and species richness in the plot."
375,Merav,2010,"Treberg, Michael A.; Turkington, Roy",Facilitation in an unproductive boreal forest understorey community,JOURNAL OF VEGETATION SCIENCE,21,761,771,10.1111/j.1654-1103.2010.01182.x,1,no dryland
376,Merav,2010,"Legras, Elaine C.; Vander Wall, Stephen B.; Board, David I.",The role of germination microsite in the establishment of sugar pine and Jeffrey pine seedlings,FOREST ECOLOGY AND MANAGEMENT,260,806,813,10.1016/j.foreco.2010.05.039,0,
377,Merav,2010,"Pan, Yan-xia; Wang, Xin-ping; Zhang, Ya-feng","Dew formation characteristics in a revegetation-stabilized desert ecosystem in Shapotou area, Northern China",JOURNAL OF HYDROLOGY,387,265,272,10.1016/j.jhydrol.2010.04.016,1,"only measured dew, no plant performance"
378,Merav,2010,"Pinheiro, Marcelo H. O.; de Azevedo, Thiago S.; Monteiro, Reinaldo",Spatial-temporal distribution of fire-protected savanna physiognomies in Southeastern Brazil,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,82,379,395,10.1590/S0001-37652010000200014,1,no dryland
379,Merav,2010,"Madrigal-Gonzalez, J.; Garcia-Rodriguez, J. A.; Puerto-Martin, A.; Fernandez-Santos, B.; Alonso-Rojo, P.",Scale-dependent effects of pines on the herbaceous layer diversity in a semi-arid mediterranean ecosystem,COMMUNITY ECOLOGY,11,77,83,10.1556/ComEc.11.2010.1.11,0,
380,Merav,2010,"Sosa, Beatriz; Brazeiro, Alejandro",Positive ecosystem engineering effects of the ant Atta vollenweideri on the shrub Grabowskia duplicata,JOURNAL OF VEGETATION SCIENCE,21,597,605,10.1111/j.1654-1103.2010.01170.x,1,plant-ant interaction
381,Merav,2010,"Finch, Oliver-D.; Loeffler, Joerg",Indicators of species richness at the local scale in an alpine region: a comparative approach between plant and invertebrate taxa,BIODIVERSITY AND CONSERVATION,19,1341,1352,10.1007/s10531-009-9765-5,1,no dryland
382,Merav,2010,"Haugo, Ryan D.; Halpern, Charles B.",Tree age and tree species shape positive and negative interactions in a montane meadow,BOTANY,88,488,499,10.1139/B10-018,1,no dryland
383,Merav,2010,"Cuesta, Barbara; Villar-Salvador, Pedro; Puertolas, Jaime; Rey Benayas, Jose M.; Michalet, Richard",Facilitation of Quercus ilex in Mediterranean shrubland is explained by both direct and indirect interactions mediated by herbs,JOURNAL OF ECOLOGY,98,687,696,10.1111/j.1365-2745.2010.01655.x,0,
384,Merav,2010,"Stokes, C. J.; Archer, S. R.",Niche differentiation and neutral theory: an integrated perspective on shrub assemblages in a parkland savanna,ECOLOGY,91,1152,1162,10.1890/08-1105.1,1,only probability of occurrence no species performance
385,Merav,2010,"Baughman, Carson; Forbis, Tara A.; Provencher, Louis","Response of Two Sagebrush Sites to Low-Disturbance, Mechanical Removal of Pinyon and Juniper",INVASIVE PLANT SCIENCE AND MANAGEMENT,3,122,129,10.1614/IPSM-D-09-00020.1,1,couldn't get the paper
386,Merav,2010,"Li, J.; Zhao, C. Y.; Song, Y. J.; Sheng, Y.; Zhu, H.",Spatial patterns of desert annuals in relation to shrub effects on soil moisture,JOURNAL OF VEGETATION SCIENCE,21,221,232,10.1111/j.1654-1103.2009.01135.x,1,"results as a funciton of distance from shrub center, no beneath vs. outside."
387,Merav,2010,"Yang, Long; Ren, Hai; Liu, Nan; Wang, Jun",The shrub Rhodomyrtus tomentosa acts as a nurse plant for seedlings differing in shade tolerance in degraded land of South China,JOURNAL OF VEGETATION SCIENCE,21,262,272,10.1111/j.1654-1103.2009.01140.x,1,no dryland
388,Merav,2010,"Aragon, Susan; Woodcock, Deborah W.",Plant Community Structure and Conservation of a Northern Peru Sclerophyllous Forest,BIOTROPICA,42,262,270,10.1111/j.1744-7429.2009.00578.x,1,no dryland
389,Merav,2010,"Chaneton, Enrique J.; Noemi Mazia, C.; Kitzberger, Thomas",Facilitation vs. apparent competition: insect herbivory alters tree seedling recruitment under nurse shrubs in a steppe-woodland ecotone,JOURNAL OF ECOLOGY,98,488,497,10.1111/j.1365-2745.2009.01631.x,0,
390,Merav,2010,"Alias, S.; Bianchi, L.; Calamini, G.; Gregori, E.; Sioni, S.",Shrub facilitation of Quercus ilex and Quercus pubescens regeneration in a wooded pasture in central Sardinia (Italy),IFOREST-BIOGEOSCIENCES AND FORESTRY,3,16,22,10.3832/ifor0517-003,1,only shrub characteristics
391,Merav,2010,"Maltez-Mouro, Sara; Maestre, Fernando T.; Freitas, Helena",Co-occurrence patterns and abiotic stress in sand-dune communities: Their relationship varies with spatial scale and the stress estimator,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,36,80,84,10.1016/j.actao.2009.10.003,1,"only cooccurence pattern, no plant performance"
392,Merav,2010,"Siles, G.; Rey, P. J.; Alcantara, J. M.",Post-fire restoration of Mediterranean forests: Testing assembly rules mediated by facilitation,BASIC AND APPLIED ECOLOGY,11,422,431,10.1016/j.baae.2010.05.004,0,data a little complicated to understand because species pairs are not fixed.
393,Merav,2010,"Griffith, Alden B.",Positive effects of native shrubs on Bromus tectorum demography,ECOLOGY,91,141,154,10.1890/08-1446.1,1,figure presented in a log. Scale and I failed to figure how to translate the scale easily
394,Merav,2010,"Abdallah, Fathia; Chaieb, Mohamed",Interactions of Acacia raddiana with herbaceous vegetation change with intensity of abiotic stress,FLORA,205,738,744,10.1016/j.flora.2010.04.009,0,
395,Merav,2010,"Harmer, Ralph; Kiewitt, Andrea; Morgan, Geoff; Gill, Robin",Does the development of bramble (Rubus fruticosus L. agg.) facilitate the growth and establishment of tree seedlings in woodlands by reducing deer browsing damage?,FORESTRY,83,93,102,10.1093/forestry/cpp032,1,no dryland
396,Merav,2010,"Soliveres, S.; DeSoto, L.; Maestre, F. T.; Olano, J. M.",Spatio-temporal heterogeneity in abiotic factors modulate multiple ontogenetic shifts between competition and facilitation,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,12,227,234,10.1016/j.ppees.2010.02.003,1,data is given as continous values not as averages.
397,Merav,2010,"Cavieres, Lohengrin A.; Badano, Ernesto I.",Consequences of Facilitation on Species Diversity in Terrestrial Plant Communities,POSITIVE PLANT INTERACTIONS AND COMMUNITY DYNAMICS,,39,57,10.1201/9781439824955-c3,need to take the book from my office,
398,Merav,2010,"Reis, Ademir; Bechara, Fernando Campanha; Tres, Deisy Regina",Nucleation in tropical ecological restoration,SCIENTIA AGRICOLA,67,244,250,10.1590/S0103-90162010000200018,1,no dryland
399,Merav,2009,"Armas, C.; Kikvidze, Z.; Pugnaire, F. I.","Abiotic conditions, neighbour interactions, and the distribution of Stipa tenacissima in a semiarid mountain range",JOURNAL OF ARID ENVIRONMENTS,73,1084,1089,10.1016/j.jaridenv.2009.06.012,1,"only shrub manipulations (above or below effect, no comparison to open area"
400,Merav,2009,"Nunez, Cecilia, I; Raffaele, Estela; Nunez, Martin A.; Cuassolo, Florencia",When do nurse plants stop nursing? Temporal changes in water stress levels in Austrocedrus chilensis growing within and outside shrubs,JOURNAL OF VEGETATION SCIENCE,20,1064,1071,10.1111/j.1654-1103.2009.01107.x,1,no dryland
401,Merav,2009,"Wolkovich, Elizabeth M.; Bolger, Douglas T.; Cottingham, Kathryn L.",Invasive grass litter facilitates native shrubs through abiotic effects,JOURNAL OF VEGETATION SCIENCE,20,1121,1132,10.1111/j.1654-1103.2009.01110.x,1,"only litter manipulation, no with/without neighbor experiment"
402,Mario,2009,"Cavieres, Lohengrin A.; Badano, Ernesto I.",Do facilitative interactions increase species richness at the entire community level?,JOURNAL OF ECOLOGY,97,1181,1191,10.1111/j.1365-2745.2009.01579.x,excluded,not arid ecosystem
403,Mario,2009,"Gomez-Aparicio, Lorena",The role of plant interactions in the restoration of degraded ecosystems: a meta-analysis across life-forms and ecosystems,JOURNAL OF ECOLOGY,97,1202,1214,10.1111/j.1365-2745.2009.01573.x,excluded,meta analysis
404,Mario,2009,"Padilla, Francisco M.; Pugnaire, Francisco I.",Species Identity and Water Availability Determine Establishment Success Under the Canopy of Retama sphaerocarpa Shrubs in a Dry Environment,RESTORATION ECOLOGY,17,900,907,10.1111/j.1526-100X.2008.00460.x,,
405,Mario,2009,"Pueyo, Yolanda; Alados, Concepcion L.; Garcia-Avila, Beatriz; Kefi, Sonia; Maestro, Melchor; Rietkerk, Max",Comparing Direct Abiotic Amelioration and Facilitation as Tools for Restoration of Semiarid Grasslands,RESTORATION ECOLOGY,17,908,916,10.1111/j.1526-100X.2008.00474.x,,
406,Mario,2009,"Irvine, Daniel R.; Hibbs, David E.; Shafford, Jeffrey P. A.",The Relative Importance of Biotic and Abiotic Controls on Young Conifer Growth after Fire in the Klamath-Siskiyou Region,NORTHWEST SCIENCE,83,334,347,10.3955/046.083.0405,excluded,not arid
407,Mario,2009,"Badano, Ernesto I.; Perez, Delfina; Vergara, Carlos H.",Love of Nurse Plants is Not Enough for Restoring Oak Forests in a Seasonally Dry Tropical Environment,RESTORATION ECOLOGY,17,571,576,10.1111/j.1526-100X.2009.00530.x,excluded,not arid
408,Mario,2009,"Lopez, Ramiro Pablo; Larrea-Alcazar, Daniel M.; Teresa, Ortuno",Positive effects of shrubs on herbaceous species richness across several spatial scales: evidence from the semiarid Andean subtropics,JOURNAL OF VEGETATION SCIENCE,20,728,734,10.1111/j.1654-1103.2009.01067.x,excluded,not arid
409,Mario,2009,"Rixen, Christian; Mulder, Christa P. H.",Species removal and experimental warming in a subarctic tundra plant community,OECOLOGIA,161,173,186,10.1007/s00442-009-1369-y,excluded,looks more at the tempetature of the ecosystem and how plant species compete with one another rather than our topic.
410,Mario,2009,"Titus, Jonathan H.",Nitrogen-fixers Alnus and Lupinus influence soil characteristics but not colonization by later successional species in primary succession on Mount St. Helens,PLANT ECOLOGY,203,289,301,10.1007/s11258-008-9549-0,excluded,not arid
411,Mario,2009,"Chen, Shu-Yan; Xu, Jin; Maestre, Fernando T.; Chu, Cheng-Jin; Wang, Gang; Xiao, Sa",Beyond dual-lattice models: Incorporating plant strategies when modeling the interplay between facilitation and competition along environmental severity gradients,JOURNAL OF THEORETICAL BIOLOGY,258,266,273,10.1016/j.jtbi.2009.01.011,excluded,"does not look give names of species in the paper. Constantly refers to them as :the 2 species"". Also missing a significant chunck of the data required."
412,Mario,2009,"Farji-Brener, Alejandro G.; Chinchilla, Federico A.; Magrach, Ainhoa; Romero, Victor; Rios, Marcos; Velilla, Marianela; Manuel Serrano, Jose; Amador-Vargas, Sabrina","Slope orientation enhances the nurse effect of a paramo shrub, Hypericum irazuense (Hypericaceae) in Costa Rica",JOURNAL OF TROPICAL ECOLOGY,25,331,335,10.1017/S0266467409005999,excluded,not arid
413,Mario,2009,"Richard, Franck; Selosse, Marc-Andre; Gardes, Monique",Facilitated establishment of Quercus ilex in shrub-dominated communities within a Mediterranean ecosystem: do mycorrhizal partners matter?,FEMS MICROBIOLOGY ECOLOGY,68,14,24,10.1111/j.1574-6941.2009.00646.x,excluded,not arid
414,Mario,2009,"Jentsch, Anke; Kreyling, Juergen; Boettcher-Treschkow, Jegor; Beierkuhnlein, Carl",Beyond gradual warming: extreme weather events alter flower phenology of European grassland and heath species,GLOBAL CHANGE BIOLOGY,15,837,849,10.1111/j.1365-2486.2008.01690.x,excluded,not arid
415,Mario,2009,"Rodriguez-Buritica, Susana; Miriti, Maria N.","Biting the hand that feeds: the invasive grass Schismus barbatus (Poaceae) is facilitated by, but reduces establishment of, the native shrub Ambrosia dumosa (Asteraceae)",JOURNAL OF VEGETATION SCIENCE,20,241,250,10.1111/j.1654-1103.2009.05588.x,,
416,Mario,2009,"Madritch, Michael D.; Lindroth, Richard L.",Removal of invasive shrubs reduces exotic earthworm populations,BIOLOGICAL INVASIONS,11,663,671,10.1007/s10530-008-9281-7,excluded,not arid
417,Mario,2009,"Maestre, Fernando T.; Callaway, Ragan M.; Valladares, Fernando; Lortie, Christopher J.",Refining the stress-gradient hypothesis for competition and facilitation in plant communities,JOURNAL OF ECOLOGY,97,199,205,10.1111/j.1365-2745.2008.01476.x,excluded,no data
418,Mario,2009,"Battaglia, Loretta L.; Denslow, Julie S.; Inczauskis, Jason R.; Baer, Sara G.",Effects of native vegetation on invasion success of Chinese tallow in a floating marsh ecosystem,JOURNAL OF ECOLOGY,97,239,246,10.1111/j.1365-2745.2008.01471.x,excluded,not arid
419,Mario,2009,"Vandenberghe, Charlotte; Smit, Christian; Pohl, Mandy; Buttler, Alexandre; Frelechoux, Francois",Does the strength of facilitation by nurse shrubs depend on grazing resistance of tree saplings?,BASIC AND APPLIED ECOLOGY,10,427,436,10.1016/j.baae.2008.08.009,excluded,not arid
420,Mario,2009,"Anthelme, Fabien; Michalet, Richard","Grass-to-tree facilitation in an arid grazed environment (Air Mountains, Sahara)",BASIC AND APPLIED ECOLOGY,10,437,446,10.1016/j.baae.2008.10.008,excluded,not arid
421,Mario,2009,"Duponnois, R.; Hafidi, M.; Thioulouse, J.; Galiana, A.; Ouahmane, L.; Dreyfus, B.; Prin, Y.",Monitoring the Development of Nurse Plant Species to Improve the Performances of Reforestation Programs in Mediterranean Areas,MICROBIAL STRATEGIES FOR CROP IMPROVEMENT,,255,265,10.1007/978-3-642-01979-1_12,,
422,Mario,2009,"Stevens, Jens T.; Beckage, Brian",Fire feedbacks facilitate invasion of pine savannas by Brazilian pepper (Schinus terebinthifolius),NEW PHYTOLOGIST,184,365,375,10.1111/j.1469-8137.2009.02965.x,excluded,paper did not contain sufficient information
423,Mario,2008,"Valladares, Fernando; Zaragoza-Castells, Joana; Sanchez-Gomez, David; Matesanz, Silvia; Alonso, Beatriz; Portsmuth, Angelika; Delgado, Antonio; Atkin, Owen K.",Is Shade Beneficial for Mediterranean Shrubs Experiencing Periods of Extreme Drought and Late-winter Frosts?,ANNALS OF BOTANY,102,923,933,10.1093/aob/mcn182,excluded,paper did not contain sufficient information
424,Mario,2008,"Siles, G.; Rey, P. J.; Alcantara, J. M.; Ramirez, J. M.",Assessing the long-term contribution of nurse plants to restoration of Mediterranean forests through Markovian models,JOURNAL OF APPLIED ECOLOGY,45,1790,1798,10.1111/j.1365-2664.2008.01574.x,excluded,not arid
425,Mario,2008,"Goldenheim, William M.; Irving, Andrew D.; Bertness, Mark D.",Switching from negative to positive density-dependence among populations of a cobble beach plant,OECOLOGIA,158,473,483,10.1007/s00442-008-1157-0,excluded,not arid
426,Mario,2008,"Molina-Montenegro, Marco A.; Badano, Ernesto I.; Cavieres, Lohengrin A.",Positive interactions among plant species for pollinator service: assessing the 'magnet species' concept with invasive species,OIKOS,117,1833,1839,10.1111/j.0030-1299.2008.16896.x,,
427,Mario,2008,"Farris, Emmanuele; Filigheddu, Rossella",Effects of browsing in relation to vegetation cover on common yew (Taxus baccata L.) recruitment in Mediterranean environments,PLANT ECOLOGY,199,309,318,10.1007/s11258-008-9434-x,excluded,not arid
428,Mario,2008,"Yu, S.; Bell, D.; Sternberg, M.; Kutiel, P.",The effect of microhabitats on vegetation and its relationships with seedlings and soil seed bank in a Mediterranean coastal sand dune community,JOURNAL OF ARID ENVIRONMENTS,72,2040,2053,10.1016/j.jaridenv.2008.06.014,excluded,paper does not contain sufficient data
429,Mario,2008,"Weedon, James T.; Facelli, Jose M.",Desert shrubs have negative or neutral effects on annuals at two levels of water availability in arid lands of South Australia,JOURNAL OF ECOLOGY,96,1230,1237,10.1111/j.1365-2745.2008.01427.x,,
430,Mario,2008,"Lortie, Christopher J.; Turkington, Roy",Species-specific positive effects in an annual plant community,OIKOS,117,1511,1521,10.1111/j.0030-1299.2008.16664.x,,
431,Mario,2008,"Eranen, Janne K.; Kozlov, Mikhail V.",Increasing intraspecific facilitation in exposed environments: consistent results from mountain birch populations in two subarctic stress gradients,OIKOS,117,1569,1577,10.1111/j.2008.0030-1299.16772.x,excluded,does not apply to meta
432,Mario,2008,"Barchuk, Alicia H.; Iglesias, Maria Del Rosario; Boetto, Marta N.","Spatial association of Aspidosperma quebracho-blanco juveniles with shrubs and conspecific adults in the Arid Chaco, Argentina",AUSTRAL ECOLOGY,33,775,783,10.1111/j.1442-9993.2008.01846.x,excluded,not enough data for meta
433,Mario,2008,"Armas, C.; Pugnaire, F. I.; Sala, O. E.",Patch structure dynamics and mechanisms of cyclical succession in a Patagonian steppe (Argentina),JOURNAL OF ARID ENVIRONMENTS,72,1552,1561,10.1016/j.jaridenv.2008.03.002,excluded,not arid
434,Mario,2008,"Keyes, Christopher R.; Maguire, Douglas A.",Some Shrub Shading Effects on the Mid-Summer Microenvironment of Ponderosa Pine Seedlings in Central Oregon,NORTHWEST SCIENCE,82,245,250,10.3955/0029-344X-82.4.245,excluded,not arid
435,Mario,2008,"King, Elizabeth G.; Stanton, Maureen L.","Facilitative effects of Aloe shrubs on grass establishment, growth, and reproduction in degraded Kenyan rangelands: Implications for restoration",RESTORATION ECOLOGY,16,464,474,10.1111/j.1526-100X.2007.00310.x,excluded,not arid
436,Mario,2008,"Bonanomi, Giuliano; Rietkerk, Max; Dekker, Stefan C.; Mazzoleni, Stefano",Islands of fertility induce co-occurring negative and positive plant-soil feedbacks promoting coexistence,PLANT ECOLOGY,197,207,218,10.1007/s11258-007-9371-0,excluded,paper does not relate to meta
437,Mario,2008,"Barbier, Nicolas; Couteron, Pierre; Lefever, Rene; Deblauwe, Vincent; Lejeune, Olivier",Spatial decoupling of facilitation and competition at the origin of gapped vegetation patterns,ECOLOGY,89,1521,1531,10.1890/07-0365.1,excluded,looks more at soil than facilitative interactions
438,Mario,2008,"Larrea-Alcazar, Daniel M.; Soriano, Pascual J.",Columnar cacti-shrub relationships in an Andean semiarid valley in western Venezuela,PLANT ECOLOGY,196,153,161,10.1007/s11258-007-9344-3,,
439,Mario,2008,"Endo, Megumi; Yamamura, Yasuo; Tanaka, Atsushi; Nakano, Takashi; Yasuda, Taisuke","Nurse-plant effects of a dwarf shrub on the establishment of tree seedlings in a volcanic desert on Mt, Fuji, central Japan",ARCTIC ANTARCTIC AND ALPINE RESEARCH,40,335,342,10.1657/1523-0430(07-013)[ENDO]2.0.CO;2,excluded,not arid
440,Mario,2008,"Naumann, Julie C.; Young, Donald R.; Anderson, John E.","Leaf chlorophyll fluorescence, reflectance, and physiological response to freshwater and saltwater flooding in the evergreen shrub, Myrica cerifera",ENVIRONMENTAL AND EXPERIMENTAL BOTANY,63,402,409,10.1016/j.envexpbot.2007.12.008,excluded,paper looks more at soil and salinity
441,Mario,2008,"King, E. G.",Facilitative effects of Aloe secundiflora shrubs in degraded semi-arid rangelands in Kenya,JOURNAL OF ARID ENVIRONMENTS,72,358,369,10.1016/j.jaridenv.2007.08.001,excluded,not arid
442,Mario,2008,"Gomez-Aparicio, Lorena; Zamora, Regino; Castro, Jorge; Hodar, Jose A.",Facilitation of tree saplings by nurse plants: Microhabitat amelioration or protection against herbivores?,JOURNAL OF VEGETATION SCIENCE,19,161,172,10.3170/2008-8-18347,excluded,not arid
443,Mario,2008,"Madrigal, Jaime; Antonio Garcia-Rodriguez, Jose; Julian, Roberto; Puerto, Angel; Fernandez-Santos, Belen",Exploring the influence of shrubs on herbaceous communities in a Mediterranean climatic context of two spatial scales,PLANT ECOLOGY,195,225,234,10.1007/s11258-007-9321-x,ecluded,paper does not apply to meta
444,Mario,2008,"Ren, Hai; Yang, Long; Liu, Nan",Nurse plant theory and its application in ecological restoration in lower subtropics of China,PROGRESS IN NATURAL SCIENCE,18,137,142,10.1016/j.pnsc.2007.07.008,ecluded,paper does not apply to meta
445,Mario,2008,"Navarro, F. B.; Lorite, J.; Fernandez-Ondono, E.; Ripoll, M. A.; Jimenez, M. N.","Stipa tenacissima as a nurse plant of the endemic species Haplophyllum bastetanum near Granada, SE Spain",APPLIED VEGETATION SCIENCE,11,63,U51,10.3170/2007-7-18310,,
446,Mario,2008,"Peck, JeriLynn E.; Frelich, Lee E.",Moss harvest truncates the successional development of epiphytic bryophytes in the Pacific Northwest,ECOLOGICAL APPLICATIONS,18,146,158,10.1890/07-0145.1,excluded,paper does not apply to meta
447,Mario,2008,"Boulant, Nadine; Navas, Marie-Laure; Corcket, Emmanuel; Lepart, Jacques",Habitat amelioration and associational defence as main facilitative mechanisms in Mediterranean grasslands grazed by domestic livestock,ECOSCIENCE,15,407,415,10.2980/15-3-3126,excluded,paper does not apply to meta
448,Mario,2007,"Osem, Yagil; Perevolotsky, Avi; Kigel, Jaime",Interactive effects of grazing and shrubs on the annual plant community in semi-arid Mediterranean shrublands,JOURNAL OF VEGETATION SCIENCE,18,869,,10.1111/j.1654-1103.2007.tb02603.x,excluded,paper does not contain data for meta
449,Mario,2007,"Kunstler, Georges; Thuiller, Wilfried; Curt, Thomas; Bouchaud, Monique; Jouvie, Rene; Deruette, Florian; Lepart, Jacques","Fagus sylvatica L. recruitment across a fragmented Mediterranean Landscape, importance of long distance effective dispersal, abiotic conditions and biotic interactions",DIVERSITY AND DISTRIBUTIONS,13,799,807,10.1111/j.1472-4642.2007.00404.x,excluded,
450,Mario,2007,"El-Bana, Magdy I.; Li, Zheng Qing; Nijs, Ivan",Role of host identity in effects of phytogenic mounds on plant assemblages and species richness on coastal arid dunes,JOURNAL OF VEGETATION SCIENCE,18,635,644,10.1658/1100-9233(2007)18[635:ROHIIE]2.0.CO;2,excluded,not arid
451,Mario,2007,"Tecco, P. A.; Diaz, S.; Gurvich, D. E.; Perez-Harguindeguy, N.; Cabido, M.; Bertone, G. A.",Facilitation and interference underlying the association between the woody invaders Pyracantha angustifolia and Ligustrum lucidum,APPLIED VEGETATION SCIENCE,10,211,218,10.1658/1402-2001(2007)10[211:FAIUTA]2.0.CO;2,excluded,not arid
452,Mario,2007,"Reisman-Berman, Orna",Age-related change in canopy traits shifts conspecific facilitation to interference in a semi-arid shrubland,ECOGRAPHY,30,459,470,10.1111/j.2007.0906-7590.05066.x,excluded,not related to meta
453,Mario,2007,"Lopez, Ramiro Pablo; Valdivia, Sergio; Sanjines, Ninel; de la Quintana, Diego",The role of nurse plants in the establishment of shrub seedlings in the semi-arid subtropical Andes,OECOLOGIA,152,779,790,10.1007/s00442-007-0698-y,excluded,no relavent data
454,Mario,2007,"Malkinson, Dan; Jeltsch, Florian",Intraspecific facilitation: a missing process along increasing stress gradients - insights from simulated shrub populations,ECOGRAPHY,30,339,348,10.1111/j.2007.0906-7590.04983.x,excluded,no data to extract
455,Mario,2007,"Zvereva, Elena L.; Kozlov, Mikhail V.",Facilitation of bilberry by mountain birch in habitat severely disturbed by pollution: Importance of sheltering,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,60,170,176,10.1016/j.envexpbot.2006.10.005,excluded,not arid
456,Mario,2007,"Anthelme, Fabien; Villaret, Jean-Charles; Brun, Jean-Jacques",Shrub encroachment in the Alps gives rise to the convergence of sub-alpine communities on a regional scale,JOURNAL OF VEGETATION SCIENCE,18,355,362,10.1111/j.1654-1103.2007.tb02547.x,excluded,
457,Mario,2007,"Miriti, Maria N.",Twenty years of changes in spatial association and community structure among desert perennials,ECOLOGY,88,1177,1190,10.1890/06-1006,excluded,
458,Mario,2007,"Smit, Christian; Vandenberghe, Charlotte; den Ouden, Jan; Mueller-Schaerer, Heinz","Nurse plants, tree saplings and grazing pressure: changes in facilitation along a biotic environmental gradient",OECOLOGIA,152,265,273,10.1007/s00442-006-0650-6,excluded,not arid
459,Mario,2007,"Malkinson, D.; Kadmon, R.",Vegetation dynamics along a disturbance gradient: Spatial and temporal perspectives,JOURNAL OF ARID ENVIRONMENTS,69,127,143,10.1016/j.jaridenv.2006.08.012,excluded,
460,Mario,2007,"Dona, Amy J.; Galen, Candace","Nurse effects of alpine willows (Salix) enhance over-winter survival at the upper range limit of fireweed, Chamerion angustifolium",ARCTIC ANTARCTIC AND ALPINE RESEARCH,39,57,64,10.1657/1523-0430(2007)39[57:NEOAWS]2.0.CO;2,excluded,no data relavent to study
461,Mario,2007,"Ramsay, Paul M.; Fotherby, Richard M.",Implications of the spatial pattern of Vigur's Eyebright (Euphrasia vigursii) for heathland management,BASIC AND APPLIED ECOLOGY,8,242,251,10.1016/j.baae.2006.06.001,excluded,not arid
462,Mario,2007,"Gutierrez, J. R.; Holmgren, M.; Manrique, R.; Squeo, F. A.",Reduced herbivore pressure under rainy ENSO conditions could facilitate dryland reforestation,JOURNAL OF ARID ENVIRONMENTS,68,322,330,10.1016/j.jaridenv.2006.05.011,,
463,Mario,2007,"Sthultz, Christopher M.; Gehring, Catherine A.; Whitham, Thomas G.",Shifts from competition to facilitation between a foundation tree and a pioneer shrub across spatial and temporal scales in a semiarid woodland,NEW PHYTOLOGIST,173,135,145,10.1111/j.1469-8137.2006.01915.x,excluded,
